Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Mood_Label,Mental_Health_Benefit,Musical_Features
Bandhu Chol,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Open Tee Bioscope (Original Motion Picture Soundtrack),42,0.573,0.479,5,-11.061,1,0.0377,0.675,5.74E-05,0.101,0.336,75.028,452597,neutral,neutral,neutral
5:00 AM,Zaeden,55,"['desi pop', 'hindi indie', 'indian edm']",5:00 AM,43,0.668,0.672,8,-6.098,0,0.031,0.5,0.000674,0.113,0.378,121.95,147538,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Amake Aamar Moto Thaakte Dao,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Autograph (Original Motion Picture Soundtrack),44,0.551,0.409,7,-7.203,1,0.0378,0.749,0,0.173,0.219,148.105,321410,neutral,neutral,neutral
SUITS & STREETS,King,70,"['desi pop', 'hindi hip hop']",MONOPOLY MOVES,43,0.822,0.743,4,-5.589,0,0.316,0.255,0,0.126,0.813,169.933,267187,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Balli Aur Mein,Talha Anjum,71,"['desi hip hop', 'hindi hip hop', 'pakistani hip hop', 'urdu hip hop']",Balli Aur Mein,45,0.835,0.643,10,-6.443,0,0.164,0.159,2.53E-06,0.0936,0.41,119.996,257500,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Co2,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",The Way That Lovers Do (Deluxe),43,0.533,0.678,1,-5.244,1,0.0256,0.663,0,0.145,0.683,80.96,163653,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
CHUSAMBA,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",CHUSAMBA,43,0.777,0.816,7,-3.884,1,0.275,0.349,0,0.195,0.667,139.68,193663,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Party With The Bhoothnath,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Bhoothnath Returns,43,0.785,0.878,3,-4.653,1,0.241,0.0302,0.000756,0.225,0.335,132.01,321456,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Heer Ranjha,Bhuvan Bam,42,['hindi indie'],Heer Ranjha,42,0.539,0.547,2,-11.391,1,0.0345,0.842,0.00771,0.0774,0.175,97.066,261804,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
SAZA,King,70,"['desi pop', 'hindi hip hop']",SAZA,42,0.69,0.53,8,-6.939,1,0.333,0.629,0.000116,0.177,0.271,188.022,228563,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Seedha Makeover,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",Seedha Makeover,42,0.93,0.634,6,-10.663,0,0.252,0.155,6.35E-06,0.0595,0.373,122.976,216344,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Ring Ring,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Ring Ring,41,0.696,0.712,8,-4.184,0,0.211,0.225,0,0.163,0.402,169.972,197647,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Teesri Manzil,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Teesri Manzil,42,0.668,0.88,0,-7.057,1,0.261,0.217,1.95E-06,0.114,0.399,90.946,205880,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Jalsa Jalsa (Remix),Baba Sehgal,54,"['desi hip hop', 'hindi hip hop']",Jalsa,42,0.825,0.96,0,-7.571,0,0.0704,0.053,0.018,0.343,0.864,129.968,241199,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Mizaaj,The Local Train,64,"['hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",Vaaqif,42,0.535,0.701,1,-5.905,0,0.0297,0.00649,6.37E-06,0.403,0.334,138.05,263509,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Nawazuddin,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",न,42,0.746,0.558,0,-9.552,0,0.157,0.197,2.00E-05,0.131,0.456,119.934,192000,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
STILL THE SAME,King,70,"['desi pop', 'hindi hip hop']",MONOPOLY MOVES,43,0.819,0.566,3,-6.435,0,0.0832,0.655,0.000343,0.108,0.725,120.025,165577,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Akela,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Akela,43,0.819,0.702,1,-5.136,1,0.233,0.729,0,0.0984,0.604,86.991,243448,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
"Party With The Bhoothnath (From ""Bhoothnath Returns"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Yo Yo Honey Singh Is Back,43,0.785,0.878,3,-4.653,1,0.241,0.0302,0.000756,0.225,0.335,132.01,321456,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Nafrat,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",न,41,0.883,0.444,0,-9.958,0,0.0733,0.437,0.000349,0.214,0.536,130.031,164308,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Bad Boy,Baba Sehgal,54,"['desi hip hop', 'hindi hip hop']",Alex Pandian,43,0.882,0.861,5,-3.883,0,0.0998,0.0345,0.0776,0.0568,0.876,133.029,267054,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Roll Up,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",Still Here,43,0.706,0.67,0,-5.094,0,0.17,0.138,0,0.115,0.255,178.117,195505,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Maaeri,Palash Sen,42,"['filmi', 'hindi indie', 'indian indie', 'sufi']",Phir Dhoom,44,0.389,0.586,8,-5.235,1,0.0452,0.537,0,0.177,0.419,77.984,332733,Fear,"Calmness, Reassurance, Grounding","Soft Tempo, Gentle Repetitive Melody"
F16,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",HARD DRIVE Vol. 1,41,0.894,0.715,6,-6.68,0,0.0632,0.215,1.46E-06,0.0807,0.633,132.096,209940,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
MACHAYENGE 4,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",MACHAYENGE 4,43,0.62,0.801,8,-4.287,1,0.323,0.197,0,0.112,0.572,129.697,605898,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Thandi Hawa,Ritviz,58,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",Dev,43,0.619,0.558,1,-12.15,0,0.177,0.0558,0.00935,0.16,0.514,195.004,203076,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Naam Kaam Sheher,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,41,0.711,0.729,1,-6.909,1,0.294,0.53,0,0.135,0.669,139.958,166285,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Never Back Down,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Never Back Down,42,0.761,0.524,2,-7.562,1,0.362,0.196,0,0.0776,0.325,166.956,178922,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Legends,King,70,"['desi pop', 'hindi hip hop']",NEW LIFE,42,0.762,0.827,1,-4.114,1,0.154,0.0112,0,0.334,0.467,119.914,211000,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
I Don't Miss That Life,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,43,0.79,0.372,2,-10.36,0,0.426,0.416,0.0112,0.112,0.563,95.031,174315,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Teen Dost,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Nayaab,42,0.921,0.552,1,-9.075,0,0.348,0.283,0,0.11,0.546,128.074,168007,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
BLANKO,King,70,"['desi pop', 'hindi hip hop']",The Gorilla Bounce,43,0.635,0.476,0,-11.821,0,0.0479,0.456,0.398,0.199,0.409,98.032,218125,neutral,neutral,neutral
Lunch Break,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,42,0.79,0.681,5,-7.972,0,0.361,0.0883,0,0.0851,0.465,149.966,141000,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Shaamein,King,70,"['desi pop', 'hindi hip hop']",The Gorilla Bounce,43,0.722,0.522,9,-7.144,0,0.216,0.495,1.77E-05,0.122,0.536,79.965,232500,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Hariye Jawar Gaan,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Uma (Original Motion Picture Soundtrack),42,0.56,0.433,9,-7.898,1,0.0276,0.745,0,0.114,0.429,94.854,229356,neutral,neutral,neutral
Tera Hua Na Mai Kabhi,King,70,"['desi pop', 'hindi hip hop']",The Gorilla Bounce,42,0.713,0.58,1,-11.077,0,0.16,0.0578,0.00311,0.0884,0.448,90.003,237333,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Brand New,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,42,0.89,0.822,11,-6.125,1,0.0572,0.142,4.83E-05,0.115,0.343,140.001,139520,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Aakhri Salaam,The Local Train,64,"['hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",Vaaqif,43,0.471,0.651,4,-8.507,1,0.0327,0.147,0.000241,0.197,0.495,173.906,277432,Loneliness,"Emotional Comfort, Self-Expression, Coping with Isolation","Rhythm, Warm Timbre, Moderate Tempo, Nostalgic Themes"
Yeh Pal,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Raat Raazi,42,0.752,0.204,2,-15.955,1,0.0371,0.834,0.102,0.109,0.38,117.997,247688,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
Na Ja Tu,King,70,"['desi pop', 'hindi hip hop']",Champagne Talk,42,0.815,0.427,0,-7.521,1,0.082,0.59,0,0.0648,0.167,95.172,202105,neutral,neutral,neutral
Kudi Tu Butter,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Bajatey Raho (Original Motion Picture Soundtrack),42,0.764,0.894,0,-4.548,1,0.0468,0.00795,0.00679,0.396,0.692,125.979,222640,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
One Hai Re Bhai,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",One Hai Re Bhai,43,0.79,0.923,9,-3.354,0,0.21,0.458,0,0.0303,0.769,135.114,135111,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Fall Off (Interlude),KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",Still Here,42,0.837,0.888,8,-4.819,1,0.0607,0.162,0,0.225,0.532,129.91,121846,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Hoshiyaar,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Nayaab,42,0.718,0.495,8,-8.381,0,0.352,0.237,0,0.1,0.668,150.979,193907,Anger,"Anger Management, Tension Release","Dynamic Rhythm, Complex Harmony, High Intensity"
Meet The Instagram Yapper,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Meet The Instagram Yapper,41,0.594,0.787,1,-5.447,1,0.296,0.214,0,0.146,0.411,89.559,434666,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
THAT’S A FACT!,Yashraj,55,"['desi hip hop', 'hindi hip hop']",LADKE CONVICT,44,0.696,0.761,9,-7.55,1,0.334,0.269,0,0.288,0.679,166.022,181445,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
No Losses,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",No Losses,40,0.768,0.704,6,-6.82,0,0.353,0.557,0,0.123,0.48,185.977,201935,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Ghawrbaari,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Zulfiqar (Original Motion Picture Soundtrack),41,0.64,0.547,0,-6.854,1,0.0382,0.627,0,0.111,0.289,127.897,286816,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Warrior,Ajey Nagar (CarryMinati),48,['hindi hip hop'],Warrior,40,0.673,0.823,4,-8.462,0,0.162,0.12,0,0.0893,0.056,140.063,214285,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Blue Hai Paani Paani,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Yaariyan 2,41,0.807,0.776,4,-7.228,1,0.0455,0.435,8.87E-06,0.244,0.281,108.981,213070,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
12 Bajay,Talha Anjum,71,"['desi hip hop', 'hindi hip hop', 'pakistani hip hop', 'urdu hip hop']",12 Bajay,43,0.905,0.551,5,-7.337,0,0.102,0.586,0,0.208,0.695,119.986,372000,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Je Kawta Din (Reprise),Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Dwitiyo Purush (Original Motion Picture Soundtrack),41,0.49,0.19,7,-10.761,1,0.0324,0.938,0.0018,0.103,0.256,105.926,326040,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
BAWE MAIN CHECK,King,70,"['desi pop', 'hindi hip hop']",BAWE MAIN CHECK,40,0.784,0.838,5,-5.799,0,0.0544,0.036,6.73E-06,0.295,0.712,137.959,187528,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Naamcheen,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",न,39,0.831,0.732,1,-7.954,1,0.293,0.416,0,0.106,0.748,145.957,162474,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Birthday Bash,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Dilliwaali Zaalim Girlfriend,40,0.8,0.93,2,-6.396,1,0.0636,0.0148,3.16E-05,0.244,0.74,130.023,251539,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Bezubaan,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Piku (Original Motion Picture Soundtrack),40,0.403,0.56,2,-7.463,1,0.0362,0.354,5.71E-06,0.125,0.168,155.695,341177,Loneliness,"Emotional Comfort, Self-Expression, Coping with Isolation","Rhythm, Warm Timbre, Moderate Tempo, Nostalgic Themes"
Baby Marvake Maanegi,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Zero to Infinity,40,0.659,0.815,7,-5.898,1,0.0561,0.00132,0.0106,0.178,0.56,179.993,187541,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Kya Challa,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,40,0.916,0.63,11,-6.739,0,0.256,0.105,8.01E-06,0.0463,0.778,115.037,101418,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Tumi Jake Bhalobaso - Male Version,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Praktan (Original Motion Picture Soundtrack),41,0.609,0.586,9,-6.446,0,0.0316,0.842,2.22E-06,0.187,0.27,122.072,295613,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
MASHINEY,King,70,"['desi pop', 'hindi hip hop']",MONOPOLY MOVES,40,0.801,0.715,1,-7.355,1,0.14,0.396,0.000688,0.0877,0.274,131.91,234064,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Taakat,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,41,0.635,0.557,1,-9.14,1,0.32,0.00348,0.000102,0.158,0.508,75.53,156262,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Do Guna,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Do Guna,41,0.738,0.705,0,-7.772,1,0.262,0.341,0.000226,0.0787,0.489,149.905,154749,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
ICE,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",HARD DRIVE Vol. 1,40,0.785,0.521,8,-5.906,1,0.0959,0.0711,0,0.588,0.399,81.982,168292,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Banjarey,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Fugly,40,0.665,0.806,4,-6.352,1,0.0364,0.0564,6.49E-05,0.256,0.584,95.995,245910,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Adhura,DAKU,39,['hindi indie'],Adhura,41,0.711,0.489,4,-8.892,0,0.12,0.678,8.29E-06,0.344,0.543,90.526,191270,neutral,neutral,neutral
Aafat,King,70,"['desi pop', 'hindi hip hop']",NEW LIFE,41,0.8,0.69,1,-4.343,0,0.0513,0.0302,0,0.0994,0.354,128.02,170859,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Paintra,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Mukkabaaz (Original Motion Picture Soundtrack),41,0.763,0.803,0,-9.794,1,0.174,0.152,2.92E-05,0.0594,0.371,91.996,232173,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Toh Kya,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Nayaab,39,0.859,0.728,5,-6.71,0,0.214,0.0972,0,0.104,0.66,150.09,180129,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
"Kasoor (From ""Dhamaka"") - Acoustic",Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']","Kasoor (From ""Dhamaka"") [Acoustic]",40,0.468,0.104,6,-14.49,1,0.0336,0.895,0.00179,0.114,0.453,95.852,213306,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
Baria Dao,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Cholo Paltai,40,0.563,0.37,10,-9.384,1,0.0312,0.829,0.000976,0.088,0.274,75.037,254786,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Aata Majhi Satakli,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Singham Returns,40,0.737,0.94,6,-3.94,0,0.212,0.2,0.00233,0.113,0.555,78.995,193997,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Ekbar Bol,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Baishe Srabon (Original Motion Picture Soundtrack),42,0.544,0.411,9,-10.106,1,0.0316,0.298,0,0.106,0.422,139.948,298933,neutral,neutral,neutral
Hum Gaye Hosanna,Yeshua Ministries,40,['hindi worship'],Yeshua,40,0.414,0.864,9,-3.352,1,0.0352,0.00223,0.0015,0.181,0.395,80.212,390293,Loneliness,"Emotional Comfort, Self-Expression, Coping with Isolation","Rhythm, Warm Timbre, Moderate Tempo, Nostalgic Themes"
with you/for you,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",cold/mess,41,0.731,0.317,6,-13.775,1,0.0358,0.812,0.149,0.106,0.33,114.078,231897,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
ROKO 2MG,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",ROKO 2MG,41,0.604,0.855,9,-5.24,1,0.37,0.169,0,0.0903,0.694,144.978,135724,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Tu Mera Ghar,DAKU,39,['hindi indie'],Tu Mera Ghar,40,0.669,0.563,7,-9.365,1,0.0339,0.155,6.20E-06,0.0887,0.458,102.497,160506,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Dracula,King,70,"['desi pop', 'hindi hip hop']",The Carnival,40,0.747,0.791,4,-4.469,1,0.0989,0.44,0,0.13,0.702,150.043,182400,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Shehron Ke Raaz,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Shehron Ke Raaz,41,0.777,0.215,0,-13.706,1,0.0535,0.89,0.00773,0.109,0.221,111.017,152320,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
Independent,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Independent,39,0.637,0.73,1,-4.313,1,0.213,0.0794,0,0.37,0.599,81.362,220746,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Let The Eyes Talk,King,70,"['desi pop', 'hindi hip hop']",The Carnival,40,0.801,0.574,8,-8.816,1,0.441,0.196,0,0.245,0.543,76.019,192000,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Mere Yaar,The Local Train,64,"['hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",Vaaqif,40,0.343,0.508,2,-9.742,1,0.0341,0.191,0.000377,0.278,0.304,78.126,286720,Fear,"Calmness, Reassurance, Grounding","Soft Tempo, Gentle Repetitive Melody"
Gatividhi,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Gatividhi,40,0.901,0.863,1,-4.754,1,0.116,0.0686,0,0.0318,0.877,102.006,230037,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
